id,name,time,creator,level,placeOfOrigin,museum,type,size,material,description,collectionUrl,imageUrl,name_tran,time_tran,creator_tran,level_tran,placeOfOrigin_tran,museum_tran,type_tran,size_tran,material_tran,description_tran
2078,censer,18th Century-19th Century,null,null,null,Auckland Museum,null,null,brass (alloy)/copper alloy/nonferrous metal/metal/inorganic material/AAT Materials; [bronze]/copper alloy/nonferrous metal/metal/inorganic material/AAT Materials,"censer, brass, large, heavy",https://www.aucklandmuseum.com/discover/collections/record/17738?k=chinese,https://collection-api.aucklandmuseum.com/records/images/medium/144104/1c9dc266ed8e342219b4a78ed34393211e34455b.jpg,香炉,18世纪-19世纪,无,无,无,奥克兰博物馆,无,无,黄铜（合金）/铜合金/有色金属/金属/无机材料/AAT材料；[青铜]/铜合金/有色金属/金属/无机材料/AAT材料,大、重黄铜香炉
2079,dish,1662-1722,null,null,null,Auckland Museum,null,from applied arts catalogue card: 393mm; ,porcelain/ceramic/inorganic material/AAT Materials; [glaze]/coating (material)/AAT Materials,"dish; Made from porcelain. A large circular dish with a ride rim, and on a thin circular foot. The dish has a white ground and is decorated with cobalt blue hand painted designs underglaze. There is a thin geometrical boarder around the rim edge. Around the sides of the dish are two long branches with blossoms and leaves. At the centre of the dish is an aster. On the dish underside is a painted wavy line",https://www.aucklandmuseum.com/discover/collections/record/15335?k=chinese,https://collection-api.aucklandmuseum.com/records/images/medium/122702/a46eeeefb4371ca2ad9781ec53336aa253d190f8.jpg,碟,1662-1722,无,无,无,奥克兰博物馆,无,来自实用艺术目录卡：393mm；,陶瓷/陶瓷/无机材料/AAT材料；【釉】/涂层（材料）/AAT材料,碟由瓷器制成。一种大的圆形盘子，有一个骑行边缘，在一个细的圆形脚上。这道菜是白色的，釉下装饰着钴蓝色的手绘图案。边缘周围有一个薄的几何边界。菜的两边是两条长枝，上面有花和叶子。菜的中心是一棵紫苑。盘子下面画着一条波浪线
2080,bowl,1450-1457; 18th Century,null,null,null,Auckland Museum,null,catalogue card: 340mm; ,paktong/copper-nickel alloy/copper alloy/nonferrous metal/metal/inorganic material/AAT Materials,"bowl, paktong, Ming or Ch'ing, engraved decoration. (Asian hall label) Large bowl, with inlaid bats and celestial clouds scene with seven figures. (catalogue card. Bowl, paktong. MING or CH'ING, engraved decoration. [gallery card] Paktong - a copper-nickel-zinc alloy of white colour, invented in China and brought to Europe during the 18th century. It inspired the invention of nickel silver.",https://www.aucklandmuseum.com/discover/collections/record/8437?k=chinese,https://collection-api.aucklandmuseum.com/records/images/medium/194024/3fdcdb65317789d290cca191b0b80821c26e34ff.jpg,碗,1450-1457; 十八世纪,无,无,无,奥克兰博物馆,无,目录卡：340mm；,paktong/铜镍合金/铜合金/有色金属/金属/无机材料/AAT材料,碗、碗、明代或清代，雕刻装饰。（亚洲大厅标签）大碗，镶嵌蝙蝠和七个人物的天云场景。（目录卡。碗，paktong.MING或CH'ING，雕刻装饰。[画廊卡]paktong-一种白色的铜镍锌合金，在中国发明，18世纪被带到欧洲。它启发了镍银的发明。
2082,vase,1736-1795; 18th Century,null,null,null,Auckland Museum,null,applied arts catalogue card: 400mm; ,ceramic/inorganic material/AAT Materials; copper glaze/ceramic glaze/glaze/coating (material)/AAT Materials,vase; Made from stoneware. A large globular body with long neck and out-turned rim. The vase is an 'ox-blood' colour from a copper glaze fired in oxygen reduced atmosphere,https://www.aucklandmuseum.com/discover/collections/record/8210?k=chinese,https://collection-api.aucklandmuseum.com/records/images/medium/192585/2f629f6327f8a5b815bf1666684ba10168613c43.jpg,花瓶,1736-1795; 十八世纪,无,无,无,奥克兰博物馆,无,实用艺术目录卡：400mm；,陶瓷/无机材料/AAT材料；铜釉/陶瓷釉/釉/涂层（材料）/AAT材料,花瓶由石制品制成。一种巨大的球状体，有长长的脖子和向外弯曲的边缘。这个花瓶是在氧气还原的气氛中烧制的铜釉制成的“牛血”色
2083,"shoe, [singles] woman's",Circa 1930,null,null,null,Auckland Museum,null,70mm; ,null,"shoes, woman's, .1) red shoe with green heel embroidered in metal thread, .2) white shoe embroidered with green heel and red binding. .3) Purple shoe embroidered with blue heel.",https://www.aucklandmuseum.com/discover/collections/record/6833?k=chinese,https://collection-api.aucklandmuseum.com/records/images/medium/182387/1c3e9afeaf6d791d62dc6e516ec43f5d2454c1fb.jpg,女鞋,大约1930年,无,无,无,奥克兰博物馆,无,70mm；,无,女式鞋。1）用金属线绣成的绿色跟的红色鞋。2）用绿色跟和红色镶边绣成的白色鞋。3） 绣有蓝色鞋跟的紫色鞋子。
2084,collar,20th Century,null,null,null,Auckland Museum,null,inside neck opening: 330mm; outside collar circumference: 880mm; depth of collar: 90mm; ,cotton (textile)/AAT Materials; thread/AAT Materials,"collar, cotton, multi-coloured, appliquéd and embroidered. Small collar - black background with sild scallop desinged applique with brightly coloured embroidered flowers, butterflies and (berries).  colour of fabric applique green, pink, bright blue, light brown lined with faded magenta cotton.",https://www.aucklandmuseum.com/discover/collections/record/771?k=chinese,https://collection-api.aucklandmuseum.com/records/images/medium/188463/ddc6c32cb009568392f14e06512c345837e5716d.jpg,衣领,二十世纪,无,无,无,奥克兰博物馆,无,颈部内侧开口：330mm；外领周长：880mm；衣领深度：90mm；,棉花（纺织品）/AAT材料；螺纹/AAT材料,衣领，棉质，多色，贴花和刺绣。小领-黑色背景，镶有银色扇贝图案贴花，上面绣有色彩鲜艳的花朵、蝴蝶和（浆果）。布料颜色为绿色、粉红色、亮蓝色、浅棕色，内衬褪色的洋红色棉。
2085,bowl,18th Century-19th Century,null,null,null,Auckland Museum,null,null,brass (alloy)/copper alloy/nonferrous metal/metal/inorganic material/AAT Materials,"bowl, with two lugs, on three feet.",https://www.aucklandmuseum.com/discover/collections/record/7021?k=chinese,https://collection-api.aucklandmuseum.com/records/images/medium/183498/5e512db063455b6894bfbca9f33b50b0383270bd.jpg,碗,18世纪-19世纪,无,无,无,奥克兰博物馆,无,无,黄铜（合金）/铜合金/有色金属/金属/无机材料/AAT材料,碗，有两个凸耳，三只脚。
2087,statue,null,null,null,null,Auckland Museum,null,265mm; ,[stone]/rock/inorganic material/AAT Materials; wood/plant material/AAT Materials; cardboard/pasteboard/paper (fiber product)/AAT Materials; cloth/AAT Materials,"statue of an old Chinese man, wearing a wide brimmed hat, holding a peach in one han and a fan in the other, possibly carved from stone, with pigments added to create additional detail (beard, garment), accompanied by a wooden stand and an elaborately upholstered fabric box with bone fastenings at the front for storing the statue, possibly a birthday gift as the peach is a symbol of longevity and is often given to elderly people to celebrate their achievement of living for many years",https://www.aucklandmuseum.com/discover/collections/record/784298?k=chinese,https://collection-api.aucklandmuseum.com/records/images/medium/94188/75d5fc86d36a19564a83fa56c284eb72c687832a.jpg,雕像,无,无,无,无,奥克兰博物馆,无,265毫米；,[石头]/岩石/无机材料/AAT材料；木材/植物材料/AAT材料；纸板/粘贴板/纸（纤维制品）/AAT材料；布料/AAT材料,一个中国老人的雕像，戴着宽边帽，一个手里拿着一个桃子，另一个手里握着一把扇子，可能是用石头雕刻的，添加了颜料来创造更多的细节（胡子、衣服），配上一个木制支架和一个精心装饰的织物盒子，盒子前面有骨扣，用来存放雕像，可能是生日礼物，因为桃子是长寿的象征，经常送给老年人庆祝他们多年的生活成就
2088,bottle,1975,null,null,null,Auckland Museum,null,from catalogue card: 145mm; ,ceramic/inorganic material/AAT Materials,"bottle, bulbous, slightly squared shape, ""Ching Pai"" celadon under salt glaze, vertical brown streak on one side. drawings of fish under the glaze, john dory on one side and a kahawai on the other, with a large salt fired 'jewel' on one face",https://www.aucklandmuseum.com/discover/collections/record/7910?k=chinese,https://collection-api.aucklandmuseum.com/records/images/medium/189825/8a5be7c09262fdf1baa8ea5189a5005c4d516228.jpg,瓶子,1975,无,无,无,奥克兰博物馆,无,来自目录卡：145mm；,陶瓷/无机材料/AAT材料,瓶身，球形，略呈方形，盐釉下青瓷“清排”，一面有褐色竖纹。釉下的鱼画，一面是约翰·多里，另一面是卡哈威，一面是一颗巨大的盐烧“宝石”
2089,shawl,null,null,null,null,Auckland Museum,null,from catalogue card: 1700mm; : 1700mm; measured: 1630mm; measured: 1630mm; measured fringe: 260mm; ,silk (textile)/AAT Materials; silk thread/thread/AAT Materials,"shawl, black silk with fringe, embroidered in multi-coloured silks, trailing floral border, floral sprays in corners with rabbits and birds. Chinese export to Europe.",https://www.aucklandmuseum.com/discover/collections/record/9239?k=chinese,https://collection-api.aucklandmuseum.com/records/images/medium/140781/c47bf36f6a866cffee54e579b0ad6afd31ea35f6.jpg,披肩,无,无,无,无,奥克兰博物馆,无,来自目录卡：1700毫米；：1700毫米；实测：1630mm；实测：1630mm；实测条纹：260mm；,丝绸（纺织品）/AAT材料；丝线/丝线/AAT材料,披肩，带流苏的黑色丝绸，用多色丝绸刺绣，拖尾的花缘，角落里喷着兔子和鸟的花。中国对欧洲的出口。
2090,bowl,Circa 1810,null,null,null,Auckland Museum,null,295mm; ,porcelain/ceramic/inorganic material/AAT Materials,"punch bowl export ware for American market,  decorated with two ships flying the american flag",https://www.aucklandmuseum.com/discover/collections/record/9030?k=chinese,https://collection-api.aucklandmuseum.com/records/images/medium/138834/78ffac353d782336ce254cad7b52a6247918312f.jpg,碗,约1810年,无,无,无,奥克兰博物馆,无,295毫米；,陶瓷/陶瓷/无机材料/AAT材料,用于美国市场的冲压碗出口器皿，装饰有两艘悬挂美国国旗的船只
2092,disc,Circa 1500 BC-Circa 1050 BC,null,null,null,Auckland Museum,null,87mm; ,jade/metamorphic rock/rock/inorganic material/AAT Materials,"disc ritual, circlet. Light green jade. Outer edge irregular with four shallow protuberances in the form of human foot. Also two protuberances which are rounded and not feet. Reverse side feet are not formed but outline on outer edge is well defined. Central hole measures 63x63mm. Astronomical object? Shang Dynasty",https://www.aucklandmuseum.com/discover/collections/record/10252?k=chinese,https://collection-api.aucklandmuseum.com/records/images/medium/103852/3214646f5cb7f457ea33b5e56562389cef202b08.jpg,圆盘,约公元前1500年约公元前1050年,无,无,无,奥克兰博物馆,无,87毫米；,玉石/变质岩/岩石/无机材料/AAT材料,圆盘仪式，圆形。浅绿色的玉。外缘不规则，有四个人脚形状的浅突起。还有两个突起，它们是圆形的，而不是脚。没有形成反侧脚，但外缘的轮廓已经很好地定义。中心孔尺寸为63x63mm。天文物体？商代
2093,vase,0960-1279,null,null,null,Auckland Museum,null,190.5mm; from applied arts catalogue card: 170mm; ,ceramic/inorganic material/AAT Materials; polychrome enamel/enamel/coating (material)/AAT Materials,"vase; Made from earthenware. A  globular body.  Pale buff colour with polychrome floral pattern in red, green,yellow, and black. tzu chou.; ""Vase, Tz'u-chou stoneware. SUNG. Polychrome (red, green, yellow and black) floral decoration. [gallery card]""",https://www.aucklandmuseum.com/discover/collections/record/10204?k=chinese,https://collection-api.aucklandmuseum.com/records/images/medium/103564/e1ce2469e7a37aee08b7562767eed2f02c6d1274.jpg,花瓶,0960-1279,无,无,无,奥克兰博物馆,无,190.5毫米；来自实用艺术目录卡：170mm；,陶瓷/无机材料/AAT材料；多色搪瓷/搪瓷/涂层（材料）/AAT材料,花瓶由陶器制成。球状体。浅黄色，有红色、绿色、黄色和黑色的多色花卉图案。周。；花瓶，竹筒。太阳。多色（红、绿、黄、黑）花卉装饰。[画廊卡]
2094,"figure, female",0618-0906,null,null,null,Auckland Museum,null,205mm; ,ceramic/inorganic material/AAT Materials; gesso/AAT Materials,"Tomb figure; Mingqi tomb figure of Tang dynasty era. Made from earthenware. The figure depicts a female attendant, the figure is standing in a slight bow with her left arm raised above her head, the left arm is missing. The figure has a high top knot, and is wearing long sleeved robes and a long skirt. The figure is standing on a thin square base. The figure has remnullts of  beige paint and white gesso. The underside of the figure reveals a beige coloured ceramic beneath the paint",https://www.aucklandmuseum.com/discover/collections/record/13229?k=chinese,https://collection-api.aucklandmuseum.com/records/images/medium/115077/3d1f10e54a66e712374b70318922f3093d45e2b1.jpg,身材，女性,0618-0906,无,无,无,奥克兰博物馆,无,205毫米；,陶瓷/无机材料/AAT材料；gesso/AAT材料,墓像；唐明启墓人物。由陶器制成。该图描绘了一名女服务员，她微微鞠躬，左臂举过头顶，左臂不见了。该人物有一个高高的顶部结，穿着长袖长袍和长裙。这个人物站在一个薄薄的方形底座上。这个人物有米色油漆和白色石膏的残留物。图的下面显示了油漆下面的米色陶瓷
2095,bowl,1392-1910,null,null,null,Auckland Museum,null,80mm; ,ceramic/inorganic material/AAT Materials,"bowl, stoneware, porcellanous cream body, glaze similar to Chinese 'Ch'ing pai' type, six spur marks in cavetto",https://www.aucklandmuseum.com/discover/collections/record/1311?k=chinese,https://collection-api.aucklandmuseum.com/records/images/medium/114514/cecf9bec57c0237c08ee720396fb4fd65c6e5b4a.jpg,碗,1392-1910,无,无,无,奥克兰博物馆,无,80mm；,陶瓷/无机材料/AAT材料,碗，石制品，瓷奶油胎，类似中国“清牌”类型的釉料，洞穴中的六个刺痕
